10,,,,,,,,,,
10,,,,,,,,,,
500,,,,,,,,,,
1,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1,0,2
0,0,0,0,0,0,0,0,1,1,3
0,0,0,0,0,0,0,1,0,0,4
0,0,0,0,0,0,0,1,0,1,5
0,0,0,0,0,0,0,1,1,0,6
0,0,0,0,0,0,0,1,1,1,7
0,0,0,0,0,0,1,0,0,0,8
0,0,0,0,0,0,1,0,0,1,9
0,0,0,0,0,0,1,0,1,0,10
0,0,0,0,0,0,1,0,1,1,11
0,0,0,0,0,0,1,1,0,0,12
0,0,0,0,0,0,1,1,0,1,13
0,0,0,0,0,0,1,1,1,0,14
0,0,0,0,0,0,1,1,1,1,15
0,0,0,0,0,1,0,0,0,0,16
0,0,0,0,0,1,0,0,0,1,17
0,0,0,0,0,1,0,0,1,0,18
0,0,0,0,0,1,0,0,1,1,19
0,0,0,0,0,1,0,1,0,0,20
0,0,0,0,0,1,0,1,0,1,21
0,0,0,0,0,1,0,1,1,0,22
0,0,0,0,0,1,0,1,1,1,23
0,0,0,0,0,1,1,0,0,0,24
0,0,0,0,0,1,1,0,0,1,25
0,0,0,0,0,1,1,0,1,0,26
0,0,0,0,0,1,1,0,1,1,27
0,0,0,0,0,1,1,1,0,0,28
0,0,0,0,0,1,1,1,0,1,29
0,0,0,0,0,1,1,1,1,0,30
0,0,0,0,0,1,1,1,1,1,31
0,0,0,0,1,0,0,0,0,0,32
0,0,0,0,1,0,0,0,0,1,33
0,0,0,0,1,0,0,0,1,0,34
0,0,0,0,1,0,0,0,1,1,35
0,0,0,0,1,0,0,1,0,0,36
0,0,0,0,1,0,0,1,0,1,37
0,0,0,0,1,0,0,1,1,0,38
0,0,0,0,1,0,0,1,1,1,39
0,0,0,0,1,0,1,0,0,0,40
0,0,0,0,1,0,1,0,0,1,41
0,0,0,0,1,0,1,0,1,0,42
0,0,0,0,1,0,1,0,1,1,43
0,0,0,0,1,0,1,1,0,0,44
0,0,0,0,1,0,1,1,0,1,45
0,0,0,0,1,0,1,1,1,0,46
0,0,0,0,1,0,1,1,1,1,47
0,0,0,0,1,1,0,0,0,0,48
0,0,0,0,1,1,0,0,0,1,49
0,0,0,0,1,1,0,0,1,0,50
0,0,0,0,1,1,0,0,1,1,51
0,0,0,0,1,1,0,1,0,0,52
0,0,0,0,1,1,0,1,0,1,53
0,0,0,0,1,1,0,1,1,0,54
0,0,0,0,1,1,0,1,1,1,55
0,0,0,0,1,1,1,0,0,0,56
0,0,0,0,1,1,1,0,0,1,57
0,0,0,0,1,1,1,0,1,0,58
0,0,0,0,1,1,1,0,1,1,59
0,0,0,0,1,1,1,1,0,0,60
0,0,0,0,1,1,1,1,0,1,61
0,0,0,0,1,1,1,1,1,0,62
0,0,0,0,1,1,1,1,1,1,63
0,0,0,1,0,0,0,0,0,0,64
0,0,0,1,0,0,0,0,0,1,65
0,0,0,1,0,0,0,0,1,0,66
0,0,0,1,0,0,0,0,1,1,67
0,0,0,1,0,0,0,1,0,0,68
0,0,0,1,0,0,0,1,0,1,69
0,0,0,1,0,0,0,1,1,0,70
0,0,0,1,0,0,0,1,1,1,71
0,0,0,1,0,0,1,0,0,0,72
0,0,0,1,0,0,1,0,0,1,73
0,0,0,1,0,0,1,0,1,0,74
0,0,0,1,0,0,1,0,1,1,75
0,0,0,1,0,0,1,1,0,0,76
0,0,0,1,0,0,1,1,0,1,77
0,0,0,1,0,0,1,1,1,0,78
0,0,0,1,0,0,1,1,1,1,79
0,0,0,1,0,1,0,0,0,0,80
0,0,0,1,0,1,0,0,0,1,81
0,0,0,1,0,1,0,0,1,0,82
0,0,0,1,0,1,0,0,1,1,83
0,0,0,1,0,1,0,1,0,0,84
0,0,0,1,0,1,0,1,0,1,85
0,0,0,1,0,1,0,1,1,0,86
0,0,0,1,0,1,0,1,1,1,87
0,0,0,1,0,1,1,0,0,0,88
0,0,0,1,0,1,1,0,0,1,89
0,0,0,1,0,1,1,0,1,0,90
0,0,0,1,0,1,1,0,1,1,91
0,0,0,1,0,1,1,1,0,0,92
0,0,0,1,0,1,1,1,0,1,93
0,0,0,1,0,1,1,1,1,0,94
0,0,0,1,0,1,1,1,1,1,95
0,0,0,1,1,0,0,0,0,0,96
0,0,0,1,1,0,0,0,0,1,97
0,0,0,1,1,0,0,0,1,0,98
0,0,0,1,1,0,0,0,1,1,99
0,0,0,1,1,0,0,1,0,0,100
0,0,0,1,1,0,0,1,0,1,101
0,0,0,1,1,0,0,1,1,0,102
0,0,0,1,1,0,0,1,1,1,103
0,0,0,1,1,0,1,0,0,0,104
0,0,0,1,1,0,1,0,0,1,105
0,0,0,1,1,0,1,0,1,0,106
0,0,0,1,1,0,1,0,1,1,107
0,0,0,1,1,0,1,1,0,0,108
0,0,0,1,1,0,1,1,0,1,109
0,0,0,1,1,0,1,1,1,0,110
0,0,0,1,1,0,1,1,1,1,111
0,0,0,1,1,1,0,0,0,0,112
