2,,
1,,
500,,
4.95E-01,2.05E-01,1
1.63E-01,4.64E-01,1
9.03E-01,5.63E-01,0
9.54E-01,2.13E-01,0
4.34E-01,3.63E-01,1
8.86E-01,5.22E-01,1
5.91E-01,6.14E-01,1
1.32E-01,2.09E-01,0
5.72E-01,7.57E-03,0
2.34E-01,9.33E-02,0
1.35E-01,1.43E-01,0
7.78E-01,1.12E-01,0
2.45E-01,4.49E-01,1
8.33E-01,6.87E-01,1
8.73E-01,7.01E-01,0
7.73E-02,9.19E-01,0
4.59E-01,1.17E-01,1
8.49E-01,6.14E-01,1
7.71E-01,8.43E-01,0
8.15E-01,6.82E-01,1
4.88E-01,5.09E-01,1
4.82E-02,7.43E-01,0
3.88E-01,5.07E-01,1
4.11E-01,5.94E-01,1
2.99E-01,3.13E-01,1
7.30E-03,4.21E-01,0
5.36E-01,8.13E-01,1
5.66E-01,9.89E-01,0
1.86E-01,6.89E-01,1
1.61E-01,7.20E-01,0
9.00E-01,4.52E-01,0
7.34E-01,3.45E-01,1
6.53E-01,2.48E-01,1
3.25E-01,6.51E-01,1
1.68E-01,6.98E-01,1
8.99E-01,6.57E-01,0
1.41E-01,4.01E-01,1
7.35E-01,1.88E-01,1
6.76E-02,5.58E-01,0
4.00E-01,4.10E-01,1
8.83E-01,1.96E-01,0
4.10E-01,2.39E-01,1
7.65E-01,6.38E-01,1
2.42E-01,3.69E-01,1
9.02E-01,3.59E-01,0
7.53E-01,9.43E-01,0
2.17E-01,9.37E-01,0
4.30E-01,8.48E-01,1
2.25E-01,5.18E-01,1
4.08E-01,2.71E-01,1
6.76E-01,7.96E-01,1
6.27E-02,5.33E-01,0
9.05E-01,8.87E-01,0
2.94E-01,6.38E-01,1
2.58E-02,5.70E-01,0
1.37E-02,6.76E-01,0
5.70E-01,9.32E-01,0
9.68E-01,4.03E-01,0
6.04E-01,3.89E-01,1
8.65E-01,7.88E-01,0
8.51E-01,3.13E-01,1
2.58E-01,7.87E-01,1
5.29E-01,3.45E-02,0
5.19E-01,4.63E-01,1
9.19E-01,4.81E-01,0
4.90E-01,4.17E-02,0
6.58E-01,7.29E-01,1
3.41E-01,3.54E-01,1
2.43E-01,4.08E-01,1
4.10E-01,9.76E-01,0
4.39E-01,8.01E-02,0
6.49E-01,4.01E-01,1
2.19E-01,2.90E-01,1
1.35E-01,5.07E-01,1
8.44E-01,3.30E-02,0
8.53E-01,5.98E-01,1
4.96E-01,2.60E-03,0
5.59E-01,4.93E-01,1
8.20E-01,8.65E-01,0
9.44E-01,7.36E-01,0
8.85E-01,9.35E-01,0
3.83E-01,7.20E-01,1
4.90E-01,4.79E-01,1
2.19E-01,8.81E-01,0
2.45E-01,7.47E-01,1
5.80E-01,3.50E-01,1
5.56E-02,2.05E-01,0
6.34E-01,2.57E-01,1
7.88E-01,1.98E-01,0
9.89E-01,2.27E-01,0
