2,,
1,,
500,,
0.420057624,0.159259038,0
0.387477837,0.343455435,0
0.279809397,0.305721274,0
0.382291667,0.368263533,0
0.449933511,0.436771666,0
0.150288121,0.168008989,0
0.465292553,0.406395418,0
0.346764184,0.254862188,0
0.306560284,0.213598218,0
0.258045213,0.253271288,0
0.346631206,0.227021437,0
0.112012411,0.146680985,0
0.339073582,0.310245396,0
0.430208333,0.535705763,0
0.232535461,0.149067335,0
0.354521277,0.300451418,0
0.475376773,0.395358549,0
0.499135638,0.247852285,0
0.16349734,0.140665394,0
0.473980496,0.460734598,0
0.271032801,0.215487412,0
0.284751773,0.315018096,0
0.549556738,0.484747246,0
0.436990248,0.348476713,0
0.410172872,0.358916995,0
0.446254433,0.315167243,0
0.396985816,0.354641451,0
0.355718085,0.378306089,0
0.286303191,0.241687547,0
0.278102837,0.265849342,0
0.42287234,0.310295112,0
0.143572695,0.213200493,0
0.522340426,0.413554468,0
0.386059397,0.238207453,0
0.346343085,0.282305214,0
0.323758865,0.253519866,0
0.298116135,0.290359146,0
0.277371454,0.068373901,0
0.331715426,0.230551247,0
0.337477837,0.254464463,0
0.385638298,0.405401106,0
0.408156028,0.46287237,0
0.055828901,0.171141073,0
0.456072695,0.281708627,0
0.335660461,0.392723621,0
0.41597961,0.50572724,0
0.373847518,0.362148511,0
0.36391844,0.414548781,0
0.419835993,0.332070556,0
0.457468972,0.305124687,0
0.325398936,0.234528497,0
0.167929965,0.166219226,0
0.452681738,0.393270493,0
0.361258865,0.424342759,0
0.441046099,0.328988188,0
0.34552305,0.357773535,0
0.49097961,0.319194209,0
0.283998227,0.12738635,0
0.25035461,0.182277373,0
0.299977837,0.415195084,0
0.298825355,0.209123812,0
0.417575355,0.38944239,0
0.258133865,0.257149107,0
0.452437943,0.292347771,0
0.379343972,0.328093306,0
0.423426418,0.458397964,0
0.186125887,0.230004375,0
0.360815603,0.333462594,0
0.347030142,0.349321879,0
0.474224291,0.337787853,0
0.365248227,0.37124647,0
0.362810284,0.20539514,0
0.476440603,0.267092232,0
0.267176418,0.186702064,0
0.152393617,0.120823887,0
0.255008865,0.157369844,0
0.363164894,0.264009864,0
0.328812057,0.277134789,0
0.075554078,0.177554389,0
0.436724291,0.394065943,0
0.378945035,0.35136022,0
0.212344858,0.234081056,0
0.419015957,0.330877381,0
0.296653369,0.091377322,0
0.43331117,0.481466014,0
0.435460993,0.321282265,0
0.280851064,0.143847194,0
0.37635195,0.360060454,0
0.360859929,0.269677445,0
0.275221631,0.267092232,0
0.324689716,0.222497315,0
0.220434397,0.157568707,0
0.244281915,0.336097522,0
0.21385195,0.136340134,0
0.405917553,0.428270294,0
0.186125887,0.025901841,0
0.447473404,0.53505946,0
0.464117908,0.476494452,0
0.47641844,0.440848347,0
0.239162234,0.154784632,0
0.330873227,0.271566639,0
0.349623227,0.432098397,0
0.408399823,0.378654099,0
0.377637411,0.310692837,0
0.421675532,0.301495446,0
0.243594858,0.339229607,0
0.414871454,0.310891699,0
0.129765071,0.191673627,0
0.351440603,0.307809331,0
0.291821809,0.295579286,0
0.27400266,0.213101062,0
0.380296986,0.449846876,0
0.131804078,0.146332975,0
0.463275709,0.314172931,0
0.250864362,0.013060295,0
0.275775709,0.15741956,0
0.479920213,0.490215965,0
0.454964539,0.349570457,0
0.109463652,0.09175516,0
0.031316489,0.194059977,0
0.382180851,0.249642047,0
0.331471631,0.233385038,0
0.358000887,0.298512508,0
0.363275709,0.422801575,0
0.523492908,0.513980034,0
0.38920656,0.276836495,0
0.331870567,0.506174681,0
0.235593972,0.160004773,0
0.286923759,0.275941614,0
